# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
3220,tilt_static,0.633301,0.041748,0.797607,43.695,0.213740,1.045802,0.091603,223,-61,390
3240,tilt_static,0.639648,0.067627,0.793457,43.701,0.290076,0.862595,-0.083969,222,-62,391
3260,tilt_static,0.636719,0.046387,0.800781,43.724,0.167939,0.847328,-0.137405,222,-62,391
3280,tilt_static,0.639160,0.055420,0.797119,43.715,0.229008,1.022901,-0.137405,222,-62,391
3300,tilt_static,0.631592,0.049072,0.790283,43.739,0.198473,1.129771,-0.183206,223,-62,391
3321,tilt_static,0.636230,0.045166,0.793457,43.745,0.282443,0.847328,-0.145038,223,-62,391
3340,tilt_static,0.637939,0.051758,0.791016,43.715,0.244275,0.832061,-0.038168,223,-62,391
3360,tilt_static,0.639893,0.050293,0.796875,43.704,0.320611,0.931298,-0.091603,222,-63,390
3380,tilt_static,0.640625,0.054443,0.788818,43.730,0.305344,1.007634,-0.030534,222,-63,390
3400,tilt_static,0.632568,0.050781,0.794922,43.736,0.251908,1.068702,-0.038168,222,-63,390
3420,tilt_static,0.641846,0.053223,0.785400,43.718,0.282443,0.893130,-0.152672,222,-63,390
3440,tilt_static,0.633545,0.050293,0.793945,43.724,0.221374,1.015267,-0.236641,223,-62,393
3460,tilt_static,0.639893,0.053467,0.793457,43.730,0.190840,0.931298,-0.114504,223,-62,393
3480,tilt_static,0.638428,0.052734,0.799316,43.686,0.129771,1.038168,-0.106870,223,-62,393
3500,tilt_static,0.638428,0.050781,0.793945,43.721,0.160305,0.908397,-0.167939,224,-62,392
3520,tilt_static,0.639893,0.052002,0.795654,43.721,0.229008,0.923664,-0.022901,224,-62,392
3541,tilt_static,0.641113,0.048096,0.794678,43.712,0.259542,1.061069,-0.053435,224,-62,392
3560,tilt_static,0.640137,0.052979,0.792969,43.727,0.297710,0.954198,-0.114504,222,-62,391
3580,tilt_static,0.635498,0.047852,0.797119,43.718,0.244275,1.068702,-0.152672,222,-62,391
3600,tilt_static,0.639160,0.049316,0.789551,43.742,0.244275,0.877863,-0.099237,222,-62,391
3620,tilt_static,0.638672,0.050781,0.793945,43.709,0.259542,1.007634,-0.091603,222,-62,391
3640,tilt_static,0.638184,0.052246,0.790771,43.751,0.206107,0.740458,-0.160305,224,-62,393
3660,tilt_static,0.639893,0.054199,0.792236,43.695,0.068702,1.000000,-0.022901,224,-62,393
3680,tilt_static,0.636475,0.049805,0.795898,43.715,0.198473,0.877863,-0.106870,224,-62,393
3700,tilt_static,0.636719,0.049561,0.791748,43.727,0.290076,0.908397,-0.114504,223,-62,391
3720,tilt_static,0.639648,0.050049,0.797119,43.724,0.213740,1.038168,-0.068702,223,-62,391
3740,tilt_static,0.636963,0.051270,0.788574,43.733,0.236641,0.877863,0.000000,223,-62,391
3760,tilt_static,0.640137,0.048584,0.796143,43.715,0.251908,0.900763,-0.152672,223,-62,391
3780,tilt_static,0.636963,0.052979,0.795410,43.706,0.167939,0.938931,-0.076336,223,-62,392
3800,tilt_static,0.639893,0.051270,0.800293,43.715,0.236641,0.938931,-0.137405,223,-62,392
3821,tilt_static,0.636475,0.051514,0.795898,43.724,0.221374,1.022901,-0.145038,223,-62,392
3840,tilt_static,0.640137,0.050537,0.797119,43.739,0.251908,0.832061,0.015267,223,-61,393
3860,tilt_static,0.642334,0.050781,0.792969,43.718,0.160305,1.007634,-0.099237,223,-61,393
3880,tilt_static,0.636963,0.051270,0.791992,43.730,0.221374,0.801527,-0.022901,223,-61,393
3900,tilt_static,0.638916,0.049561,0.795898,43.709,0.137405,1.038168,-0.076336,223,-62,391
3920,tilt_static,0.635010,0.050781,0.793213,43.704,0.236641,0.977099,-0.129771,223,-62,391
3940,tilt_static,0.640137,0.052002,0.790527,43.748,0.274809,1.022901,-0.038168,223,-62,391
3960,tilt_static,0.635742,0.055420,0.796631,43.721,0.236641,0.954198,-0.137405,223,-62,391
3980,tilt_static,0.640869,0.049561,0.796143,43.727,0.183206,0.984733,-0.083969,223,-63,393
4000,tilt_static,0.635254,0.046631,0.794189,43.715,0.206107,1.000000,-0.129771,223,-63,393
